name,name_en,amenity,building,healthcare,healthca_1,operator_t,capacity_p,addr_full,addr_city,source,name_ro,osm_id,osm_type,longitude,latitude
A & B Pharm Corporation,,pharmacy,,pharmacy,,,,,,,,6579666196,nodes,27.5873726,47.1436245
Dr. Max,,pharmacy,,pharmacy,,,,,,,,660752019,nodes,27.5808746,47.1656887
Praxis,,,,laboratory,,,,,,,,11079103664,nodes,27.5823976,47.1570824
Athina,,clinic,,clinic,,,,,,,,11079103663,nodes,27.5822393,47.157035
Emerald,,clinic,,clinic,,,,,,,,11079103666,nodes,27.5808848,47.156962
Alergolog Irina Alexandru,,doctors,,doctor,allergology,,,,Iasi,,,10098619056,nodes,27.5811615,47.1634237
Pharmaciile HelpNet,,pharmacy,,pharmacy,,,,,,,,9127904820,nodes,27.5819981,47.163532
Biomed,,pharmacy,,pharmacy,,,,,,,,1623995108,nodes,27.5865549,47.1552363
Synlab,,clinic,,clinic,,,,,,,,6780942936,nodes,27.5864161,47.1552583
Catena,,pharmacy,,pharmacy,,,,,Iasi,,,530717032,nodes,27.5860983,47.1517412
Farmacia Dona,,pharmacy,,pharmacy,,,,,Iasi,,,530717340,nodes,27.5861273,47.1511417
Podul de Piatra,,pharmacy,,pharmacy,,,,,,,,4438881119,nodes,27.5754367,47.1563942
Dr. Max,,pharmacy,,pharmacy,,,,,,,,7973901258,nodes,27.5704527,47.1598905
Medi-get,,pharmacy,,pharmacy,,,,,,,,6617454262,nodes,27.5699976,47.1602327
Ropharma,,pharmacy,,pharmacy,,,,,,,,726720538,nodes,27.5697894,47.1555151
Ropharma,,pharmacy,,pharmacy,,,,,,,,6390269472,nodes,27.5770074,47.1437235
Onufriciuc Sorin,,dentist,,dentist,,,,,,,,6330514627,nodes,27.5769464,47.1437552
White Dent,,dentist,,dentist,,,,,,,,1233509116,nodes,27.575882,47.1444291
Farmacia Sfantul Spiridon,,pharmacy,,pharmacy,,,,,,,,6385357742,nodes,27.5789358,47.1453772
Catena,,pharmacy,,pharmacy,,,,,,,,8397043203,nodes,27.5795371,47.1428997
Star Farm,,pharmacy,,pharmacy,,,,,,,,6385357749,nodes,27.5796238,47.1429916
Catena,,pharmacy,,pharmacy,,,,,,,,1419097864,nodes,27.578617,47.1477646
Cabinet medicina de familie,,doctors,,doctor,,,,,,,,6828142589,nodes,27.5770886,47.1438119
Help Net,,pharmacy,,pharmacy,,,,,,,,559761408,nodes,27.580928,47.1447137
,,dentist,,dentist,,,,,,,,8898369101,nodes,27.5801151,47.1412848
Policlinica AS,,hospital,,hospital,,,,,,,,10860231523,nodes,21.4595378,46.2075314
Empatio,,doctors,,,,,,,,,,10281909221,nodes,27.6144361,47.1629805
LaraFarm,,pharmacy,,,,,,,,,,6753380018,nodes,27.6131344,47.1478695
Sante Farm,,pharmacy,,,,,,,,,,1067393686,nodes,27.6138384,47.1308044
Tai 93,,pharmacy,,,,,,,,,,745591448,nodes,27.5866,47.1373075
,,pharmacy,,,,,,,,,,461611342,nodes,27.5826231,47.1445939
Gentiana,,pharmacy,,,,,,,,,,660750111,nodes,27.5818791,47.165334
Zafarm,,pharmacy,,,,,,,,,,773579522,nodes,27.5807771,47.1657121
Synevo,,clinic,,,,,,,,,,9073505153,nodes,27.5860393,47.1517655
Dona,,pharmacy,,,,,,,,,,726719293,nodes,27.5700362,47.1552607
,,dentist,,,,,,,,,,4438835891,nodes,27.5747926,47.1558546
Catena (Galata),,pharmacy,,,,,,,,,,764845367,nodes,27.5700344,47.1534902
Tehnis MKS,,pharmacy,,,,,,,,,,708856531,nodes,27.5705884,47.1543818
FarmaciaPro,,pharmacy,,,,,,,,,,1468307023,nodes,27.5714293,47.1520856
Centrul de servicii de recuperare neuromotorie,,doctors,,,,,,,,,,764840783,nodes,27.5752455,47.1489449
Cabinete medicina de familie,,doctors,,,,,,,,,,8494243493,nodes,27.5799433,47.1495483
Camand Stom,,dentist,,,,,,,,,,6682097463,nodes,27.568369,47.1618593
Longavit,,pharmacy,,,,,,,,,,659713535,nodes,27.5692122,47.1669271
,,dentist,,,,,,,,,,4243385203,nodes,27.5812111,47.1482381
Pharmacy Ivona Metianu,,pharmacy,,pharmacy,,,,,Arad,,Farmacia Ivona Metianu,4448507291,nodes,21.3153073,46.1703203
HelpNet,,pharmacy,,pharmacy,,,,,Timisoara,,,3191762883,nodes,21.2595654,45.7321684
Dispensar Giratoriu Buziasului. Centru de permanenta,,clinic,,clinic,,,,,Timisoara,,,4209248497,nodes,21.2593485,45.7321507
Apothecaria,,pharmacy,,pharmacy,,,,,Timisoara,,,3191765161,nodes,21.2592739,45.7321507
Catena,,pharmacy,,pharmacy,,,,,Timisoara,,,3191753855,nodes,21.2589074,45.7322311
Telescan,,clinic,,clinic,,,,,Timisoara,,,3191770631,nodes,21.2613281,45.7311556
Cabinet Medical Dr. Vasilie Gabriela,,doctors,,doctor,,,,,Timisoara,,,4209265458,nodes,21.2594888,45.7321604
Catena,,pharmacy,,pharmacy,,,,,Timisoara,,,4276509561,nodes,21.2375472,45.7347219
Help Net,,pharmacy,,pharmacy,,,,,,,,9314795510,nodes,21.2357193,45.727706
Iris Phyto Pharma,,pharmacy,,pharmacy,,,,,Iasi,,,1247095381,nodes,27.5907125,47.1569684
Biomed,,pharmacy,,pharmacy,,,,,Iasi,,,10742420053,nodes,27.5915225,47.1578567
Sensiblu,,pharmacy,,pharmacy,,,,,,,,1777049140,nodes,27.5897814,47.1553625
MedLife,,clinic,,clinic,general;biochemistry;biology,,,,Targu Mures,,,9481819816,nodes,24.5696419,46.539459
Salvia,,pharmacy,,pharmacy,,,,,,,,526427449,nodes,24.5704194,46.5385696
Dispensarul Comunei Saulia,,doctors,,doctor,,,,,,,,8271666510,nodes,24.2201873,46.6376431
,,doctors,,doctor,general,,,,,,,6342810175,nodes,23.8017533,46.5588817
Dr. Chisiu Minodora,,doctors,,doctor,general,,,,,,,6490431417,nodes,23.7758334,46.579827
Dr. Jecan Voichita,,doctors,,doctor,general;psychiatry,,,,,,,6488374910,nodes,23.7751743,46.5781671
SINAPIS S.R.L,,pharmacy,,,,,,,,,,10966352305,nodes,21.3239695,46.182337
Farmacie,,pharmacy,,,,,,,Arad,,,6104313014,nodes,21.3222459,46.1520514
Imedas,,pharmacy,,,,,,,Timisoara,,,4187333977,nodes,21.2563111,45.731092
Nefromed Dialysis Centers,,doctors,,,,,,,Timisoara,,,3191766065,nodes,21.2612822,45.731363
Diana,,pharmacy,,,,,,,,,,1247095385,nodes,27.5911469,47.1571905
Medimfarm,,pharmacy,,,,,,,Iasi,,,2150266641,nodes,27.5891538,47.1534095
Punkt,,pharmacy,,,,,,,,,,5135709718,nodes,23.8075722,46.5571292
Catena,,pharmacy,,,,,,,,,,5881304687,nodes,23.8858941,46.5360937
Sf Spiridon (Ciurchi),,pharmacy,,,,,,,,,,1537111946,nodes,27.6209396,47.1556905
Farmacie,,pharmacy,,pharmacy,,,,,,,,8828875484,nodes,24.395909,46.0916012
Dispansar Mosna,,doctors,,doctor,,,,,,,,5268172827,nodes,24.3990875,46.0911276
Farmacie,,pharmacy,,pharmacy,,,,,Dumbraveni,,,10231766703,nodes,24.573975,46.2252743
Dentafarm,,pharmacy,,pharmacy,,,,,,,,1395848741,nodes,21.2250358,45.3947722
,,dentist,,dentist,,,,,,,,9951144968,nodes,21.2246728,45.3936807
Selena,,pharmacy,,pharmacy,,,,,Targu Mures,,,9487277812,nodes,24.5772512,46.5584027
ZonaMed,,,,laboratory,haematology;biochemistry;immunology,,,,Targu Mures,,,10538265619,nodes,24.5687124,46.5552657
Zitcom (Alphega),,pharmacy,,pharmacy,,,,,Sangeorgiu de Mures,,,6705148781,nodes,24.5981415,46.5723123
Millefolia,,pharmacy,,pharmacy,,,,,Targu Mures,,,9481223161,nodes,24.5625644,46.5564773
Cabinet stomatologic Dr. Fazakas Irina,,dentist,,dentist,,,,,Dumbraveni,,,8997724816,nodes,24.5732176,46.2251791
Dr. Lazar Eva Csilla Dumbraveni,,doctors,,doctor,internal;paediatrics,,,,Dumbraveni,,,10594555879,nodes,24.5732674,46.2252842
Dispensar Urban Dumbraveni,,clinic,,clinic,,,,,Dumbraveni,,,10594807589,nodes,24.573424,46.2253921
EuroDental,,dentist,,dentist,,,,,,,,3830191791,nodes,24.5463977,46.5579329
Farmacia Unirii,,hospital,,hospital,,,,,,,,3801478167,nodes,24.5468127,46.5570258
,,pharmacy,,,,,,,,,,10948412572,nodes,24.5201874,46.1362756
Farmacia Remedia,,pharmacy,,,,,,,,,,4864844140,nodes,24.1131783,46.2273387
ANL Subcetate,,pharmacy,,,,,,,,,,915774815,nodes,24.4838299,47.1483248
,,hospital,,,,,,,,,,325537578,nodes,24.5133729,47.1381771
Spitalul Judetean de Urgenta,,hospital,,,,,,,,,,5048447626,nodes,24.5063411,47.1398894
Sensiblu,,pharmacy,,,,,,,,,,2002646384,nodes,24.5076224,47.1403667
Help Net,,pharmacy,,pharmacy,,,,,,,,8844245817,nodes,24.5073718,47.1447435
Affidea,,clinic,,,,,,,,,,11254642049,nodes,24.4865085,47.1327628
Catena,,pharmacy,,pharmacy,,,,,Cluj-Napoca,,,1705944485,nodes,23.5921678,46.7740311
Kinetomed,,doctors,,doctor,,,,,Cluj-Napoca,,,3396773376,nodes,23.6026307,46.77262
Salina Saltera,,clinic,,clinic,,,,,Cluj-Napoca,,,4789447111,nodes,23.5872376,46.7821362
CB Smiles,,dentist,,dentist,,,,,,,,10282763364,nodes,23.5918822,46.7786573
Cabinet Medical Pneumologie si Homeopatie,,doctors,,doctor,,,,,Cluj-Napoca,,Cabinet Medical Pneumologie si Homeopatie,2817551504,nodes,23.5865479,46.7799821
Cabinet stomatologic,,dentist,,dentist,,,,,Cluj-Napoca,survey,,2818043701,nodes,23.5895501,46.7796827
Algocalm II,,clinic,,clinic,stomatology;internal;cardiology;endocrinology;psychology;urology,,,,Targu Mures,,,10232748138,nodes,24.5596175,46.5347791
Farma Dan,,pharmacy,,pharmacy,,,,,Targu Mures,,,526427331,nodes,24.5592731,46.5327419
Bartel Klara,,doctors,,doctor,general,,,,Targu Mures,,,9483865483,nodes,24.5623854,46.5383885
Sensiblu,,pharmacy,,pharmacy,,,,,,local knowledge,,1795596454,nodes,23.8744045,47.14357
,,pharmacy,,,,,,,,,,6819895988,nodes,24.3966048,47.4306373
,,doctors,,,,,,,,,,6819939490,nodes,24.3964458,47.4307437
Arial Dent,,dentist,,dentist,orthodontics,,,,,,,8257484111,nodes,23.6073808,46.7658433
Platinum Dental Center,,dentist,,dentist,,,,,,,,8269971168,nodes,23.608081,46.7501534
Mind Reset,,doctors,,doctor,neurology;psychiatry,private,,,,,,8257938809,nodes,23.6095136,46.7676264
Regamed,,doctors,,doctor,,,,,,,,8263992950,nodes,23.5974896,46.7627898
Dr. Luana Mija,,dentist,,dentist,stomatology,,,,Cluj-Napoca,,,3219889307,nodes,23.611978,46.7635905
OKMedical,,doctors,,doctor,vascular_surgery,,,,Cluj-Napoca,,,3503020188,nodes,23.6124356,46.7638086
Asteco,,clinic,,clinic,cardiology;internal;neurology,,,,,,,8257866428,nodes,23.6102657,46.7626443
Remedium Titulescu,,pharmacy,,pharmacy,,,,,Cluj-Napoca,,,1675024010,nodes,23.6095842,46.7694207
Dr Daniela Negucioiu,,doctors,,doctor,,,,,Cluj-Napoca,,,3623082107,nodes,23.6070204,46.7735846
Spitalul de Boli Infectioase,,hospital,,,,,,,,,,265075503,nodes,24.4929433,47.1260309
Spital de Batrani,,hospital,,,,,,,,,,322831075,nodes,24.4882513,47.129225
Ropharma,,pharmacy,,pharmacy,,,,,Cluj-Napoca,,,2511577170,nodes,23.6245986,46.7672088
Dr. Deak Eva,,doctors,,doctor,cardiology,,,,,,,8256917767,nodes,23.6124799,46.769275
Farmacia Remedium,,pharmacy,,pharmacy,,,,,,,Farmacia Remedium,4521359389,nodes,23.632907,46.7771738
Cabinet Medical,,doctors,,doctor,,,,,Cluj-Napoca,,,4529874513,nodes,23.6336118,46.7768443
SimoFarm,,pharmacy,,pharmacy,,,,,Cluj-Napoca,,,7411279764,nodes,23.6243921,46.77968
Punkt,,pharmacy,,pharmacy,,,,,Cluj-Napoca,,,1708016066,nodes,23.6125626,46.7782896
Med Center,,clinic,,clinic,,,,,Cluj-Napoca,,,4555931804,nodes,23.616131,46.778978
Dr. Max,,pharmacy,,pharmacy,,,,,,,,10308359369,nodes,23.6269421,46.7818881
Ares Cardiomed,,clinic,,clinic,,,,,,,,10035781462,nodes,23.6283127,46.7745634
Catena,,pharmacy,,pharmacy,,,,,,,,9919223516,nodes,23.6175856,46.7790996
Farmacia Vinca,,pharmacy,,pharmacy,,,,,Cluj-Napoca,local knowledge;survey,Farmacia Vinca,11159328770,nodes,23.6618885,46.7971172
Farmacie Omnia,,pharmacy,,,,,,,,,,6761640136,nodes,24.1634483,46.7549567
Novoengrama,,doctors,,physiotherapist,,,,,,,,8270163909,nodes,23.6198347,46.7561147
Dr. Barbur Amalia,,dentist,,dentist,stomatology,,,,,,,8261815859,nodes,23.6169914,46.7727314
Cabinet stomatologic,,dentist,,dentist,dentist,,,,Cluj-Napoca,,Cabinet stomatologic,4580189294,nodes,23.6187493,46.7665926
Diakonia,,doctors,,doctor,,,,,,,,8261577655,nodes,23.6187577,46.7665039
,,dentist,,dentist,,,,,,,,8261577667,nodes,23.6178695,46.7646196
,,dentist,,dentist,,,,,,,,8257008511,nodes,23.6163842,46.768885
Dioclinica,,,,alternative,reflexology,,,,,,,8261857505,nodes,23.6172778,46.771548
Ducmed,,,,centre,,,,,,,,6761657172,nodes,24.162945,46.7542433
Pomadent,,dentist,,dentist,dentistry;dental_oral_maxillo_facial_surgery;dentist;implantology;cbct;laser_dentistry,private,,,Targu Mures,,,3983757832,nodes,24.5766359,46.5524026
Clinica SANTE,,clinic,,clinic,,,,,Targu Mures,,,7853529385,nodes,24.5781146,46.558209
Catena,,pharmacy,,pharmacy,,,,,Reghin,,,10148282214,nodes,24.7020873,46.7822982
Clinica Sante,,clinic,,sample_collection,,,,,Reghin,,,10156758288,nodes,24.7011939,46.7792205
Catena,,pharmacy,,pharmacy,,,,,,,,7395237527,nodes,23.5789441,46.7546511
Cabinet Medical de Familie - Dr. Craciun Florin Liviu,,doctors,,doctor,family_medicine,,,,Savadisla,,Cabinet Medical de Familie - Dr. Craciun Florin Liviu,4212225292,nodes,23.4565994,46.6756898
RoPharma,,pharmacy,,pharmacy,,,,,Cluj-Napoca,,,3623015260,nodes,23.5503333,46.7668864
Farmacia PEFARM,,pharmacy,,pharmacy,,,,,Moisei,,Farmacia PEFARM,10931096498,nodes,24.5423718,47.6550012
Catena,,pharmacy,,pharmacy,,,,,,,,2632100295,nodes,24.5841465,46.5344969
Richter,,pharmacy,,pharmacy,,,,,,,,526427424,nodes,24.583925,46.5345899
Ropharma,,pharmacy,,pharmacy,,,,,,,,526427427,nodes,24.5836706,46.5346967
Dr. Max,,pharmacy,,pharmacy,,,,,Targu Mures,,,2443350178,nodes,24.5885197,46.5332714
Bioclinica,,,,laboratory,,,,,Targu Mures,,,9483865448,nodes,24.5733828,46.532625
Centrul Medical Topmed,,,,hospice,,,,,,,,7653627147,nodes,24.6928441,46.7737129
Vitreum,,doctors,,doctor,ophthalmology,,,,Satu Mare,,,10009373860,nodes,22.8757772,47.7838264
Farmacie,,pharmacy,,pharmacy,,,,,,,,3214027004,nodes,26.9016119,46.5681442
Salofarm,,pharmacy,,pharmacy,,,,,Bacau,,,10607650197,nodes,26.9190651,46.5346964
Dr. Max,,pharmacy,,pharmacy,,,,,Bacau,,,10587201387,nodes,26.9112152,46.5663263
Catena,,pharmacy,,pharmacy,,,,,Bacau,,,10587201394,nodes,26.9110374,46.5670337
Audionova,,clinic,,clinic,,,,,Bacau,,,10585968989,nodes,26.9138622,46.5619919
Dispensar Medical Urban Nr. 1,,clinic,,clinic,,,,,,,,9326555259,nodes,26.3675203,46.9308239
MAGICDENT,,dentist,,dentist,,,,,,,,8702484686,nodes,26.3667796,46.9291087
Farmacie,,pharmacy,,,,,,,,,,2298092696,nodes,24.1046554,46.4283759
Dispensar,,doctors,,,,,,,,,,2298092687,nodes,24.1047037,46.4284759
Farmacia Umana,,pharmacy,,,,,,,,,,253731268,nodes,24.0037966,46.2306432
Farmacia Veterinara,,pharmacy,,,,,,,,,,253731279,nodes,24.0036896,46.2306098
Centrul Medical Floresti,,clinic,,clinic,,,,,,,,5783777921,nodes,23.4852016,46.7443755
Clinica Medicala Sf. Andrei - Piatra Neamt,,clinic,,clinic,,,,,,,,8676600507,nodes,26.3935671,46.9378767
,,pharmacy,,pharmacy,,,,,,,,9806243799,nodes,26.4919003,46.4834241
Synevo,,,,laboratory,,,,,Bacau,,,10585978715,nodes,26.9170485,46.5649101
Farmacia CSC,,pharmacy,,pharmacy,,,,,,,,10848409372,nodes,26.428315,46.8901378
Dispensar,,doctors,,,,,,,,,,2006796022,nodes,26.4271785,46.8911721
,,clinic,,clinic,,,,,,,,9499919160,nodes,26.3619991,46.9268722
Ropharma,,pharmacy,,,,,,,,,,3719716968,nodes,26.3619752,46.927806
Farmacia Gara farm,,pharmacy,,,,,,,,,,3719716946,nodes,26.3619586,46.9278653
Stefi Farm,,pharmacy,,,,,,,,,,4856101759,nodes,26.3641763,46.9259247
Farmacia Mara,,pharmacy,,pharmacy,,,,,,,,9642261677,nodes,26.3567531,46.9343813
Farmacia Ardealul,,pharmacy,,,,,,,,,,3719716945,nodes,26.3560186,46.934933
SilviuDent,,dentist,,,,,,,,,,2896648185,nodes,26.3541136,46.9354315
Clinica Pediatrica Anastasia,,clinic,,clinic,,,,,Piatra Neamt,,,7469501862,nodes,26.3728262,46.9239746
Farmacia Sf. Spiridon,,pharmacy,,,,,,,,,,3719716947,nodes,26.3610929,46.9324112
Centru de permanenta Precista,,clinic,,clinic,,,,,,,,9626822314,nodes,26.3577502,46.9314454
Farmacia Ardealul,,pharmacy,,pharmacy,,,,,,,,9283740848,nodes,26.3581279,46.9306234
CMI Dr. Baciu Georgeta Sanda,,doctors,,doctor,,,,,,,,9764080482,nodes,26.3574905,46.9395641
Ropharma,,pharmacy,,pharmacy,,,,,,,,3719716970,nodes,26.3589124,46.9336168
Cabinet Stomatologic Dumitrita Andronache,,dentist,,dentist,dentist,,,,,,,8363335581,nodes,26.3638282,46.9332337
Clinica Anastasia,,clinic,,clinic,paediatrics,,,,,,,9774198426,nodes,26.3610084,46.9332186
Dispensar Roznov,,hospital,,,,,,,,,,2415238684,nodes,26.5058961,46.8389506
,,pharmacy,,,,,,,,,,2415237106,nodes,26.507117,46.8383625
Clinica Antares,,clinic,,clinic,,,,,,,,7296680005,nodes,26.3668411,46.9326653
Salodent,,dentist,,,,,,,Bucuresti,,,8500256218,nodes,26.0623033,44.4675984
Homeofarm,,pharmacy,,pharmacy,,,,,Bucuresti,MS,,2637716426,nodes,26.0689644,44.4650284
Catena,,pharmacy,,pharmacy,,,,,Bucuresti,MS,,2637716153,nodes,26.0674161,44.4651504
,,dentist,,,,,,,Moinesti,,,3355037346,nodes,26.4899452,46.4760688
Farmacie,,pharmacy,,,,,,,Moinesti,,,2830977076,nodes,26.4902191,46.4741447
Medicover The Bridge,,clinic,,clinic,,,,,Bucuresti,,,6866299144,nodes,26.0593121,44.4449489
Regina Maria,,clinic,,clinic,,,,,Bucuresti,survey,,9888785698,nodes,26.0655254,44.4456017
Help Net,,pharmacy,,pharmacy,,,,,Bucuresti,,,3320852875,nodes,26.0719657,44.452336
Clinica Sante,,,,laboratory,,,,,Targu Ocna,,,10968211136,nodes,26.6116832,46.2797147
Punct Recoltare Regina Maria,,,,laboratory,,,,,Bucuresti,,,5714621466,nodes,26.0506934,44.4537384
Clarfon,,clinic,,,,,,,Bucuresti,,,5495927440,nodes,26.0676462,44.4516715
Synevo,,doctors,,laboratory,,,,,Bucuresti,,,4389094627,nodes,26.0698387,44.4512048
,,pharmacy,,pharmacy,,,,,,,,10783874256,nodes,24.3998283,47.8319687
Anemona Med,,clinic,,clinic,,,,,Bucuresti,,Anemona Med,4643171392,nodes,26.0432174,44.4772663
LOTUS-MED,,clinic,,clinic,general;gynaecology;osteopathy,,,,Bucuresti,,,8527473936,nodes,26.0484079,44.4717127
Dr. Csupor Marta Aliz,,dentist,,dentist,,,,,Sighetu Marmatiei,,Dr. Csupor Marta Aliz,6718117466,nodes,23.8882513,47.9330921
Clinica privata de Chirurgie Plastica si Estetica ELISESTET,,hospital,,,,,,,,,,741015257,nodes,22.8622824,47.7988666
CMI Dr.Farcas Bogdan si Diana,,clinic,,,,,,,,,,10065205817,nodes,22.8658417,47.7901914
,,doctors,,,,,,,,,,10065084917,nodes,22.8658469,47.7902029
Laborator de Sanatate Mintala,,hospital,,,,,,,,,,522180337,nodes,22.859015,47.7871125
Spitalul Judetean Satu-Mare,,hospital,,,,,,,,,,357918496,nodes,22.8631551,47.7828104
Clinica Primamedica,Primamedica Clinic,clinic,,,,,,,,,,10006018917,nodes,22.9234615,47.7779603
Bea Dent,,dentist,,dentist,,,,,,,,6495791863,nodes,23.9042307,47.9258773
,,pharmacy,,,,,,,,,,5810737550,nodes,23.9685364,47.7864073
Unitatea Primire Urgente UPU,,hospital,,hospital,,,,,Negresti-Oas,,,8286672961,nodes,23.4284725,47.8722173
,,pharmacy,,,,,,,,,,3830418554,nodes,22.8919224,47.7809826
Dr. Heim Manuela,,hospital,,doctor,gynaecology,,,,,,,1718532454,nodes,22.8793562,47.7938766
,,pharmacy,,pharmacy,,,,,,,,496799568,nodes,22.8876756,47.7972449
Sensiblu,,pharmacy,,pharmacy,,,,,,,,9326871302,nodes,22.8681234,47.7913091
,,pharmacy,,pharmacy,,,,,,,,740974663,nodes,22.873877,47.7955333
,,pharmacy,,pharmacy,,,,,,,,491002002,nodes,22.8737474,47.7944775
Farmacia Buna Vestire,,pharmacy,,pharmacy,,,,,,,,4430733292,nodes,22.8776861,47.7884104
PANAX,,pharmacy,,pharmacy,,,,,,,,10735522592,nodes,22.8768595,47.7937169
Farmacia Geranium,,pharmacy,,pharmacy,,,,,,,,4430774389,nodes,22.883044,47.8015729
Clinica,,hospital,,hospital,,,,,,,,6137822388,nodes,24.2238242,47.8232107
,,pharmacy,,pharmacy,,,,,,,,6150300587,nodes,24.2238866,47.8243965
Catena,,pharmacy,,pharmacy,,,,,,,,6495697882,nodes,23.8916129,47.9280739
Farmacie,,pharmacy,,,,,,,,,,4008937881,nodes,23.6968376,47.9735215
Clinica Dentara,,clinic,,,,,,,,,Clinica Dentara,4468087994,nodes,23.884623,47.9248472
Centrul De Diagnostic Santa Vita,,clinic,,clinic,general;internal;paediatrics;gynaecology;psychiatry;cardiology;endocrinology;obstetrics;gastroenterology,,,,Sighetu Marmatiei,,,6574479779,nodes,23.8842355,47.9256821
Farmacie Catena,,pharmacy,,,,,,,,,,2315299862,nodes,23.8903499,47.927285
Minerva,,pharmacy,,,,,,,,,,618355095,nodes,23.888579,47.9285488
Manna,,pharmacy,,,,,,,,,,6495697877,nodes,23.8884107,47.9279973
Catena,,pharmacy,,,,,,,,,,4009807406,nodes,23.8897411,47.9279698
Nordpharm,,pharmacy,,pharmacy,,,,,,,,6497299188,nodes,23.8807426,47.9281015
,,doctors,,doctor,,,,,,,,6718247654,nodes,23.8772643,47.9267672
Catena,,pharmacy,,pharmacy,,,,,,,,6718247656,nodes,23.8778562,47.9266709
Tedana,,pharmacy,,pharmacy,,,,,,,,618355092,nodes,23.8956543,47.9285484
,,pharmacy,,,,,,,,,,2302353241,nodes,23.8908816,47.9288019
Dr. Dobrogeanu Ferenczy Marius-Ciprian,,doctors,,doctor,gynaecology,,,,,,,6718247651,nodes,23.8781521,47.9269391
Stomasan,,dentist,,dentist,,,,,,,,6497297882,nodes,23.8816149,47.9291066
Help Net,,pharmacy,,pharmacy,,,,,Bucuresti,,,9045007887,nodes,26.1854338,44.4379758
Dr. Max,,pharmacy,,pharmacy,,,,,Bucuresti,survey,,11089362676,nodes,26.1873936,44.4380869
Dom Vista Medical,,,,laboratory,,,,,Bucuresti,,,9433658491,nodes,26.0085034,44.4334986
Clinica Sante,,,,laboratory,,,,,,,,6718220914,nodes,23.8786011,47.9266176
Centrul de Donare Sange Fundeni,,,,blood_donation,,,,,,,,3661261125,nodes,26.1526707,44.4650518
Cabinet Medical,,hospital,,hospital,,,,,,,,431323682,nodes,25.6429915,45.766112
Catena,,pharmacy,,pharmacy,,,,,Bucuresti,MS,,2637755369,nodes,26.0514388,44.4538458
Apoteca,,pharmacy,,pharmacy,,,,,Bucuresti,,,4102345419,nodes,26.0474299,44.4509316
Univa,,,,yes,,,,,Bucuresti,,,10027962824,nodes,26.0540311,44.4360776
Catena,,pharmacy,,pharmacy,,,,,Bucuresti,,,6234340436,nodes,26.0718198,44.4239799
Farmin,,pharmacy,,,,,,,Bucuresti,MS,,2637755419,nodes,26.0583642,44.4465609
Help Net,,pharmacy,,pharmacy,,,,,Bucuresti,MS,,2637716373,nodes,26.0743076,44.44494
Munposan,,hospital,,hospital,,,,,Bucuresti,,,2886624945,nodes,26.0731464,44.4442319
Doctor MAX,,pharmacy,,pharmacy,,,,,Bucuresti,,,444361668,nodes,26.048111,44.4823632
Medicina Generala Malva Bio Service,,doctors,,,,,,,Bucuresti,,,4557091904,nodes,26.1019413,44.3882439
April Farmexim,,pharmacy,,,,,,,Bucuresti,MS,,2637716125,nodes,26.0440687,44.4807538
Spitalul de boli cronice si ingrijiri paliative,,hospital,,hospital,,,,,,,,8121543277,nodes,26.6359148,47.7526053
Spitalul Municipal Dorohoi,,hospital,,hospital,,,,,Dorohoi,,,8093408330,nodes,26.4039705,47.9475512
Spitalul Orasenesc Darabani,,hospital,,hospital,,,,,,,,7457615475,nodes,26.5913284,48.1840497
Preventoriu TBC pt Copii,,hospital,,,,,,,,,,2285929266,nodes,26.8783746,47.4657854
,,pharmacy,,,,,,,,,,1244635531,nodes,26.5197133,47.589425
Dr. Max,,pharmacy,,pharmacy,,,,,Bucuresti,"Bing, survey, keypad mapper, vespucci",,2637637374,nodes,26.1095334,44.3884296
Centrul Medical Brancoveanu,,doctors,,doctor,,,,,Bucuresti,,,4069576960,nodes,26.109465,44.3882572
Q Med Radiologie,,dentist,,dentist,,,,,Bucuresti,,,5548760096,nodes,26.1082313,44.3881823
Catena Farmacie,,pharmacy,,,,,,,Bucuresti,MS,,2637637292,nodes,26.1110464,44.3918675
Help Net,,pharmacy,,pharmacy,,,,,,,,6262088266,nodes,25.6175694,45.6723928
Farmacia Dona,,pharmacy,,,,,,,,,,2377762681,nodes,27.9511201,44.6878366
Ropharma,,pharmacy,,pharmacy,,,,,Targu Ocna,,,10968211132,nodes,26.6101144,46.2800123
Clinica Sante,,,,sample_collection,,,,,Onesti,,,10969035922,nodes,26.7772064,46.2565067
Fitofarmacia Rodbun,,pharmacy,,pharmacy,,,,,Podu Turcului,,,5927906470,nodes,27.3865194,46.2061403
IORDACHE M. COSTIN - MIHAI CABINET MEDICAL INDIVIDUAL,,dentist,,dentist,,,,,Podu Turcului,,,5927892211,nodes,27.3857005,46.2015189
Farmacia Dona,,pharmacy,,,,,,,Bucuresti,MS,,2637637331,nodes,26.0999262,44.3800322
Priority Medical,,clinic,,clinic,general,,,,Craiova,,,4428547790,nodes,23.7896766,44.3229665
Cabinet Psihologie Eduard Bondoc,,clinic,,clinic,,,,,,,,4383509594,nodes,23.8187571,44.3171173
Farmacia Dona,,pharmacy,,pharmacy,,,,,,,,4325119389,nodes,25.8001806,46.3585622
Bioclinica,,,,laboratory,,,,,,,,11299466540,nodes,23.6148227,46.7789831
Royal Dent,,dentist,,dentist,,,,,,,,11235299431,nodes,25.6126341,45.6769652
