name,name_en,amenity,building,healthcare,healthca_1,operator_t,capacity_p,addr_full,addr_city,source,name_ro,osm_id,osm_type,longitude,latitude
Centru de vaccinare Covid19,,,,vaccination_centre,,,,,,,,8757560569,nodes,23.991842,45.1447943
SC Brodident SRL,,dentist,,dentist,,,,,Horezu,,,5031110321,nodes,23.9934891,45.1455059
Catena,,pharmacy,,pharmacy,,,,,Horezu,,,5031115602,nodes,23.9930329,45.1458234
Spitalul Orasenesc Turceni,,hospital,,hospital,,,,,Turceni,,,10033317593,nodes,23.3702138,44.681059
Farmacia Iasomie,,pharmacy,,pharmacy,,,,,,,,10045488780,nodes,23.3716428,44.6801896
Farmacie veterinara,,pharmacy,,,,,,,,,,5812898886,nodes,23.9892649,45.1460155
Cabinet medical individual,,doctors,,,,,,,,,,5033062670,nodes,23.9903095,45.1477079
Farmacie veterinara,,pharmacy,,,,,,,,,Farmacie veterinara,4714993094,nodes,23.9919815,45.1454538
Spital Psihiatrie Turceni,,hospital,,hospital,,,,,Jiltu,,,10044474884,nodes,23.3799206,44.6886544
Farmacia Dona,,pharmacy,,pharmacy,,,,,,,,10631235007,nodes,25.5991091,45.6568672
Gral Medical,,,,laboratory,,,,,,,,10631235008,nodes,25.5987648,45.6567159
Farmacie,,pharmacy,,pharmacy,,,,,,,,9790890488,nodes,25.3843542,45.6606973
Catena,,pharmacy,,pharmacy,,,,,Brasov,,,439236681,nodes,25.6114571,45.6371361
,,pharmacy,,pharmacy,,,,,Craiova,,,6023287094,nodes,23.7750712,44.3281135
Spitalul Orasenesc Otelu Rosu Otelu Rosu,,hospital,,,,,,,,,Spitalul Orasenesc Otelu Rosu Otelu Rosu,6579663192,nodes,22.3677075,45.5258536
Vechea Farmacie,,pharmacy,,,,,,,Craiova,,,10235406629,nodes,23.8259634,44.3212566
Stomatologie,,dentist,,,,,,,Craiova,,,3225105250,nodes,23.781508,44.3290813
Farmacia Provita,,pharmacy,,,,,,,,,,3822715365,nodes,23.8049887,44.3301263
Propharma Med,,pharmacy,,,,,,,,,,2592806100,nodes,23.8196992,44.3142733
"Centrul Medical ""Sfantul Nicolae""",,clinic,,,,,,,Craiova,,,4015377108,nodes,23.8106346,44.3144882
Policlinica Tommed,,clinic,,clinic,,,,,Craiova,,,3252797057,nodes,23.8040071,44.3231112
Policlinica Sfantul Ilie,,clinic,,clinic,,,,,Craiova,,,3446956589,nodes,23.806708,44.3254082
Cabinet psiholog Daniela Ianos,,hospital,,Psychology,Psychology;Psychotherapy_and_Counselling,private,,,Craiova,,,7842989276,nodes,23.8100349,44.3210016
Spitalul Astra,,hospital,,hospital,,,,,,,,262523052,nodes,25.6170943,45.6495818
Farmacia Malva,,pharmacy,,pharmacy,,,,,Brasov,,,464076360,nodes,25.623557,45.6534443
Cabinet Doctor Antonya Livia,,doctors,,doctor,,,,,Brasov,,,3758553339,nodes,25.6224782,45.653744
DERMAMED S.R.L.,,doctors,,doctor,,,,,Brasov,,,3589322111,nodes,25.6240639,45.6498115
Farmacia Dona,,pharmacy,,,,,,,Craiova,,,4270007555,nodes,23.820187,44.3024164
,,dentist,,,,,,,,,,3158307823,nodes,23.8188365,44.3037126
Dr.Max,,pharmacy,,,,,,,,,,11260230309,nodes,23.8209226,44.3010861
Medeea Clinic,,clinic,,,,,,,Craiova,,,4199118079,nodes,23.8008593,44.3202117
Clinica Eva,,hospital,,,,,,,,,,1206977700,nodes,25.613321,45.6502626
Cabinet stomatologic Dr. Gheorghescu Mihail,,dentist,,,,,,,Horezu,,,5028007977,nodes,23.9970729,45.1407588
Farmacia Remedia,,pharmacy,,pharmacy,,,,,,,,4396977690,nodes,23.8020686,45.1730502
Farmacia Florina,,pharmacy,,pharmacy,,,,,Polovragi,,,4394363091,nodes,23.8047176,45.168167
Dispensar,,clinic,,clinic,,,,,,,,5304693488,nodes,23.9439338,44.4854802
Farmacie,,pharmacy,,pharmacy,,,,,,,,8260141681,nodes,23.9438446,44.4854256
Sensiblu,,pharmacy,,pharmacy,,,,,,,,3336744767,nodes,23.7945888,44.3208689
Dental32- Stomatologie Copii si Adulti,,hospital,,hospital,dentist;dentistry;paediatric_dentistry;dental_oral_maxillo_facial_surgery;dental,public,,,Craiova,,,9626674502,nodes,23.802621,44.3167901
Catena,,pharmacy,,pharmacy,,,,,,,,11231032180,nodes,23.7709987,44.3301666
Siderea Farm,,pharmacy,,pharmacy,,,,,,,,4892794929,nodes,25.5984592,45.6438444
Spitalul Militar,,hospital,,hospital,,,,,,,,262897895,nodes,25.6001061,45.6437191
Catena,,pharmacy,,pharmacy,,,,,,,,10631235013,nodes,25.5986931,45.6571408
Spitalul Clinic de Psihiatrie si Neurologie Brasov,,hospital,,hospital,neurology;psychiatry,,,,,,,5368451506,nodes,25.5848518,45.6381442
Dr. Max,,pharmacy,,pharmacy,,,,,Targoviste,,,4246103766,nodes,25.4660393,44.9232823
SYNEVO - analize medicale,,,,laboratory,,,,,Targoviste,,,10221158088,nodes,25.4532438,44.9198114
Farmacia Rondo Farm,,pharmacy,,pharmacy,,,,,Targoviste,,,10221188128,nodes,25.4543197,44.9206187
,,dentist,,dentist,,,,,,,,6948478287,nodes,25.6039511,45.652952
Dispensar Baia de Fier,,hospital,,,,,,,,survey,,4034185195,nodes,23.7579177,45.1708202
Farmacie,,pharmacy,,,,,,,Baia de Fier,,,6456994401,nodes,23.7617643,45.1716449
Farmacie,,pharmacy,,,,,,,,,,4034206480,nodes,23.8047291,45.1700906
Statia SALVAMONT Gorj,,hospital,,,,,,,Polovragi,,,959645812,nodes,23.7903518,45.1939772
Policlinica Simona,,clinic,,,,,,,,,,3953180070,nodes,25.4292665,45.0785092
Montero,,pharmacy,,,,,,,,,,3225110194,nodes,23.7956444,44.3144069
Cabinet medical dr. Petcu,,doctors,,,,,,,Craiova,,,4271961354,nodes,23.7983402,44.3206582
Anacora,,pharmacy,,,,,,,,,,3228663247,nodes,23.7977788,44.3186258
Dr.Max,,pharmacy,,,,,,,Craiova,,,2591813145,nodes,23.8083913,44.3189326
,,pharmacy,,,,,,,,,,3336744777,nodes,23.8063754,44.3185797
Farmacia Izvorul Tamaduirii,,pharmacy,,,,,,,Craiova,,,4028841529,nodes,23.8089713,44.320988
Spitalul de Neuro-Psihiatrie,,hospital,,,,,,,,,,272095287,nodes,25.5927496,45.6473487
Dr. Max,,pharmacy,,pharmacy,,,,,,,,3430064286,nodes,25.5995649,45.6565595
Help Net,,pharmacy,,pharmacy,,,,,,,,3355381356,nodes,25.5976614,45.6578713
Medlife punct de recoltare,,,,laboratory,,,,,,,,10631235024,nodes,25.597279,45.6577709
,,pharmacy,,pharmacy,,,,,,,,6951303786,nodes,25.5911345,45.6427758
Help Net,,pharmacy,,pharmacy,,,,,Brasov,,,3408376027,nodes,25.591449,45.6426725
Catena,,pharmacy,,pharmacy,,,,,,,,6774452136,nodes,25.6046571,45.6536925
Farmacia Centum,,pharmacy,,pharmacy,,,,,Petrosani,,,2273421603,nodes,23.3704358,45.4211289
Farmaciile Help Net,,pharmacy,,pharmacy,,,,,Petrosani,,,10837769179,nodes,23.3708765,45.3829892
Alp Dent,,dentist,,dentist,,,,,,,,6472846939,nodes,25.607506,45.6509762
sepsiszentgyorgy,,hospital,,,,,,,,,,5982647885,nodes,21.931685,45.6428201
Farmacia ile,,pharmacy,,,,,,,,,,4648749915,nodes,23.3702355,45.4214526
Victoria,,pharmacy,,pharmacy,,,,,,,,8283664743,nodes,23.2727163,45.0399429
Spitalul Judetean Tudor Vladimirescu,,hospital,,hospital,,,,,Targu Jiu,,,613551256,nodes,23.2745341,45.0401597
Dr. Ilincioiu Nicolae,,dentist,,dentist,,,,,,,,8281392129,nodes,23.2759586,45.0438422
Dona,,pharmacy,,pharmacy,,,,,,,,8279067172,nodes,23.2699166,45.0373771
Help Net,,pharmacy,,pharmacy,,,,,Targu Jiu,,,8281341704,nodes,23.2742688,45.0419032
Unitatea de Primiri Urgente,,hospital,,hospital,,,,,,,,7470510355,nodes,23.7929466,44.3060717
HelpNet,,pharmacy,,pharmacy,,,,,,,,4202851305,nodes,23.2745362,45.0344081
Senzomed,,doctors,,doctor,dermatology,,,,,,,8278665014,nodes,23.2753764,45.0353381
Dr. Tetileanu Adrian,,doctors,,doctor,gynaecology,,,,,,,8278915541,nodes,23.2733167,45.0338393
Optifarm,,pharmacy,,pharmacy,,,,,,,,8279016937,nodes,23.2699725,45.0347214
Dr. Ditescu Damian,,doctors,,doctor,gynaecology,,,,,,,8279016938,nodes,23.2704795,45.0345663
Dr. Vodislav Dana,,doctors,,doctor,ophthalmology,,,,,,,8279027448,nodes,23.269974,45.0346971
Dr. Golu Tiberiu,,doctors,,doctor,ophthalmology,,,,,,,8278875896,nodes,23.2748146,45.0356581
Dr. Negrila Ana-Maria Roxana,,doctors,,doctor,paediatrics,,,,,,,8278875898,nodes,23.2748386,45.0357143
,,doctors,,doctor,psychiatry,,,,,,,8278665008,nodes,23.2755473,45.0357021
Dr. Bianca Balutoiu,,dentist,,dentist,stomatology,,,,,,,8278665015,nodes,23.2759316,45.035284
Dr. Sabiescu Sergiu,,doctors,,doctor,cardiology,,,,,,,8278862618,nodes,23.2763686,45.0350095
Catena,,pharmacy,,pharmacy,,,,,Craiova,,,1493485941,nodes,23.815205,44.3286887
Farmacia Catena,,pharmacy,,pharmacy,,,,,Craiova,,,3822715364,nodes,23.8151382,44.3277939
Galenus,,pharmacy,,pharmacy,,,,,,,,8289805843,nodes,23.2797138,45.0299137
,,dentist,,dentist,,,,,,,,8286069693,nodes,23.2777231,45.033166
MedoClinic,,clinic,,clinic,neurology;allergology;orthopaedics;psychiatry,,,,,,,8278942204,nodes,23.2704296,45.0328359
Dav,,pharmacy,,pharmacy,,,,,,,,8278944683,nodes,23.2745737,45.0336466
Dr. Iulia Balan-Tribus,,dentist,,dentist,,,,,,,,8278944690,nodes,23.2727973,45.0335142
Dr. Firoiu Camelia,,,,laboratory,clinical_pathology,,,,,,,8278665006,nodes,23.2767109,45.0347461
Dr. Urechescu,,dentist,,dentist,stomatology,,,,,,,8278665010,nodes,23.2767763,45.0346823
MBN Clinic,,clinic,,clinic,ophthalmology;orthopaedics;plastic_surgery,,,,,,,8278665016,nodes,23.2780695,45.0336375
Olfarm,,pharmacy,,pharmacy,,,,,Craiova,,,3253650406,nodes,23.7971646,44.3075228
Farmacia Trei F Spital,,pharmacy,,,,,,,,,,3179421056,nodes,23.7917167,44.3067711
Farmacia Dona,,pharmacy,,,,,,,Craiova,,,3822715361,nodes,23.8038203,44.3292924
Centrul Medical de Nefrologie si Dializa,,clinic,,,,,,,,,,3217141720,nodes,23.8028627,44.3083872
Dispensar,,clinic,,clinic,,,,,,,,8260753763,nodes,23.9629062,44.4390898
,,pharmacy,,pharmacy,,,,,,,,8286931839,nodes,23.0460126,45.0780351
Dav,,pharmacy,,pharmacy,,,,,,,,8286427894,nodes,23.0467255,45.0788607
,,dentist,,dentist,,,,,,,,8286932975,nodes,23.0466769,45.0788357
Dispensar,,hospital,,doctor,,,,,,,,6290594182,nodes,23.7506001,44.5040186
Sensiblu,,pharmacy,,pharmacy,,,,,Slatina,,,6361125643,nodes,24.3723308,44.4270651
FARMACIA DONA,,pharmacy,,pharmacy,,,,,,,,8719102812,nodes,24.3751041,44.4266265
Statige Dental,,dentist,,dentist,,,,,Slatina,,,10270995489,nodes,24.3713375,44.4327301
DYA DENT,,dentist,,dentist,,,,,Slatina,,,6124092662,nodes,24.377369,44.4349563
DR. NUCA,,doctors,,doctor,,,,,,,,6124092663,nodes,24.3773181,44.4349391
,,pharmacy,,pharmacy,,,,,,,,6475971281,nodes,24.3842446,44.4193949
Salvamont Parang,,clinic,,clinic,,,,,,,Salvamont Parang,4679572504,nodes,23.4715182,45.3844991
Farmacia Dalina,,pharmacy,,,,,,,,,,3166981763,nodes,23.7912447,44.3065472
Farmacia Medfarm,,pharmacy,,,,,,,,,,3166981764,nodes,23.7914352,44.3066357
Synevo,,clinic,,,,,,,,,,3166981767,nodes,23.791116,44.3064905
,,pharmacy,,,,,,,Slatina,,,3422289024,nodes,24.3564848,44.4311635
,,pharmacy,,,,,,,Slatina,,,3422289042,nodes,24.357168,44.4314097
Affidea,,clinic,,,,,,,,,,11254642061,nodes,24.3681747,44.4345191
Spital TBC,,hospital,,hospital,,,,,Drobeta-Turnu Severin,,,7933957702,nodes,22.6404649,44.6245832
Rovdent,,dentist,,dentist,,,,,,,,5727213102,nodes,22.6568425,44.6246328
Farmacia Malva,,pharmacy,,pharmacy,,,,,,,,4968599386,nodes,25.62292,45.6450572
CMI Dr. Daniela Jecu,,doctors,,doctor,,,,,Brasov,,,10036168019,nodes,25.6198482,45.6442833
Sensiblu,,pharmacy,,pharmacy,,,,,,,,8287808279,nodes,23.2649298,45.0246026
Sensiblu,,pharmacy,,pharmacy,,,,,Targu Jiu,,,446038412,nodes,23.2652169,45.0271766
Affidea,,clinic,,clinic,,,,,Ramnicu Valcea,,,4121624201,nodes,24.3632908,45.1194735
,,pharmacy,,pharmacy,,,,,,,,2125172135,nodes,21.9043074,45.6853674
Sanodent,,dentist,,dentist,,,,,Brasov,,,5864909347,nodes,25.5963086,45.6466681
Medifarm,,pharmacy,,pharmacy,,,,,Brasov,,,3201136965,nodes,25.6010696,45.6495456
Centifolia Farmacie,,pharmacy,,,,,,,,,,5848150119,nodes,24.6758023,45.1505613
,,doctors,,,,,,,,,,5434200926,nodes,22.6184008,44.6261487
Farmavita,,pharmacy,,,,,,,,,,4167270190,nodes,23.2689096,45.0257436
Affidea,,clinic,,,,,,,,,,11254642062,nodes,24.3646556,45.1143879
Farmacia Valeriana,,pharmacy,,,,,,,,,,3953180071,nodes,25.4337242,45.0773386
,,pharmacy,,pharmacy,,,,,,,,602089063,nodes,21.8979991,45.680992
Cabinet Stomatologic TRIDENT,,hospital,,hospital,,,,,Lugoj,,,2562955773,nodes,21.9005972,45.6830974
Spitalul de copii,,hospital,,hospital,,,,,,,,602089065,nodes,21.9017864,45.6821988
Farmacia AN-RA,,pharmacy,,pharmacy,,,,,,,,3293300031,nodes,23.815002,44.3168891
Terapia,,pharmacy,,,,,,,,,,538396514,nodes,22.6490673,44.6417648
Farmexim Est,,pharmacy,,,,,,,,,,968822764,nodes,22.6501356,44.642043
Donna,,pharmacy,,,,,,,Drobeta-Turnu Severin,,,2724972045,nodes,22.6511896,44.6426729
Avicena,,pharmacy,,,,,,,,,,538396511,nodes,22.6511586,44.6427921
Stomatologie Oftalmologie,,doctors,,,,,,,Craiova,,,4067089679,nodes,23.8179312,44.3168829
Pharma Plus,,pharmacy,,,,,,,,,,3293300038,nodes,23.8204554,44.3158059
Siti Pharma,,pharmacy,,,,,,,,,,3293300044,nodes,23.8130235,44.3172636
Neurologie,,doctors,,,,,,,Craiova,,,4067089674,nodes,23.8173604,44.3169949
Regina Maria,,,,laboratory,,,,,,,,9988670979,nodes,25.5642566,45.6638234
Visioofta,,doctors,,doctor,ophthalmology,,,,Targu Mures,,,9483865435,nodes,24.560276,46.5398399
Auroclinic,,dentist,,dentist,dentist,,,,Targu Mures,,,9007705694,nodes,24.5684644,46.5519261
B&B,,pharmacy,,pharmacy,,,,,Targu Mures,,,530099107,nodes,24.5609621,46.5448339
Ropharma,,pharmacy,,pharmacy,,,,,Targu Mures,,,9487070757,nodes,24.5622449,46.5459443
DigiRay,,,,laboratory,radiology;dentistry,,,,Targu Mures,,,9487029816,nodes,24.5656438,46.5510719
Sanicom,,pharmacy,,pharmacy,,,,,Targu Mures,,,9487277801,nodes,24.5720556,46.555696
Dr. Sanda Petrutiu,,doctors,,doctor,neurology,,,,Targu Mures,,,9488068455,nodes,24.5673756,46.5540271
Felana Dent,,dentist,,dentist,,,,,,,,7230433985,nodes,24.576184,46.5516178
Eco Farmacia,,pharmacy,,pharmacy,,,,,Targu Mures,,,9483865468,nodes,24.5740123,46.5325471
Stoma Ortho Plus,,dentist,,dentist,general,,,,Targu Mures,,,10272229855,nodes,24.572097,46.5357012
Clinica SANTE,,clinic,,clinic,,,,,Targu Mures,,,7853500585,nodes,24.5683519,46.5388354
Cabinet Medical Saes,,clinic,,clinic,,,,,Saes,,,3298966377,nodes,24.7663675,46.1585353
Radimed,,doctors,,doctor,radiology,,,,,,,10919516713,nodes,24.5653072,46.539451
Angio Center,,clinic,,clinic,angiology,,,,Targu Mures,,,10233705788,nodes,24.5680066,46.545523
,,pharmacy,,pharmacy,,,,,,,,9573006288,nodes,22.6681128,44.6409697
,,pharmacy,,,,,,,,,,11185716875,nodes,22.6515564,44.6428155
Bioclinica,,clinic,,,,,,,,,,3168809901,nodes,22.6501965,44.6402681
Catena,,pharmacy,,,,,,,,,,968822767,nodes,22.6512411,44.6422207
,,pharmacy,,pharmacy,,,,,,,,8287964676,nodes,23.0310442,44.9391799
Centrul de Ingrijire si Asistenta pentru Persoanele cu Alzheimer,,clinic,,clinic,neurology,,,,Bunoaica,,,6787333535,nodes,22.5396834,44.8049437
Ecofarm,,pharmacy,,pharmacy,,,,,,,,2587152913,nodes,22.6589788,44.6381659
Dr. Max,,pharmacy,,pharmacy,,,,,Drobeta-Turnu Severin,,,507893836,nodes,22.6530583,44.6282361
Centrul medical Reper,,clinic,,clinic,,,,,Drobeta-Turnu Severin,,Centrul medical Reper- Clinica de dializa,5541684822,nodes,22.6389805,44.6352925
Cabinet medical Dr. Florea Adriana,,doctors,,doctor,,,,,,,,6597819794,nodes,23.2112539,44.3533208
Farmacia Al-Shefa,,pharmacy,,pharmacy,,,,,,,,6598843333,nodes,23.4235562,44.3701541
,,pharmacy,,,,,,,,,,6299076051,nodes,22.1817693,45.6498253
,,pharmacy,,,,,,,,,,9588106778,nodes,22.6552208,44.6282313
,,pharmacy,,,,,,,,,,3166928670,nodes,22.6544454,44.6270438
,,pharmacy,,,,,,,,,,3151387141,nodes,22.6550916,44.6278242
,,pharmacy,,,,,,,,,,11221244932,nodes,22.6577823,44.6329031
,,pharmacy,,,,,,,,,,11221244933,nodes,22.6589209,44.6329279
,,dentist,,,,,,,,,,11221244935,nodes,22.6578842,44.6329851
Clinica Sante,,,,sample_collection,,,,,Bumbesti-Jiu,,,10842090923,nodes,23.3811975,45.1781336
Farmacia Pharma Byamar,,pharmacy,,pharmacy,,,,,Osica de Jos,,,5311710067,nodes,24.2793515,44.2443586
Pharma Invest,,pharmacy,,pharmacy,,,,,Videle,,,10758562548,nodes,25.5248059,44.2757811
Alphega Farmacie - Ticleni,,pharmacy,,pharmacy,,,,,Ticleni,,,10056547424,nodes,23.3964432,44.8843238
Dispensarul Uman Berislavesti,,hospital,,hospital,,,,,Stoenesti,,,10904686166,nodes,24.4256023,45.2607019
Farmacia TeoSan,,pharmacy,,pharmacy,,,,,Stoenesti,,,10904686167,nodes,24.4257147,45.2607483
Spitalul Orasenesc Brezoi,,hospital,,hospital,,,,,,,Spitalul Orasenesc Brezoi,6579663189,nodes,24.2457898,45.3423993
,,pharmacy,,,,,,,,,,10842090911,nodes,23.3799094,45.1803514
CMI Dr Dorobantu Sorin,,dentist,,,,,,,Ramnicu Valcea,,,4328978493,nodes,24.3743649,45.0935015
Farmacia Kalmus,,pharmacy,,,,,,,,,Farmacia Kalmus,4706389495,nodes,24.3649531,45.1731056
Farmacie,,pharmacy,,pharmacy,,,,,Babeni,,,9835991653,nodes,24.2365933,44.9745498
Cabinet urgenta medicala,,hospital,,hospital,,,,,,,,5163875504,nodes,22.4120211,44.8806904
Catena,,pharmacy,,pharmacy,,,,,,,,10816280521,nodes,24.2620776,44.6609425
Dispensar,,doctors,,,,,,,,,,4706378893,nodes,24.1861586,44.9990222
Nardus Farm,,pharmacy,,,,,,,Hateg,,,721090707,nodes,22.9494743,45.6107892
LifePlus,,pharmacy,,pharmacy,,,,,Craiova,,,3227962964,nodes,23.7909844,44.3244893
Catena,,pharmacy,,pharmacy,,,,,Craiova,,,3229749726,nodes,23.7874186,44.3261802
Catena,,pharmacy,,pharmacy,,,,,Craiova,,,3225105203,nodes,23.7914233,44.3237404
Cynara,,pharmacy,,pharmacy,,,,,Craiova,,,3225105210,nodes,23.7910082,44.3239801
Sensiblu,,pharmacy,,pharmacy,,,,,Craiova,,,3225105245,nodes,23.7917784,44.3234989
Prokinetic,,,,yes,,,,,Craiova,,,3821605406,nodes,23.7996815,44.3271229
Centru de vaccinare Covid19,,,,vaccination_centre,,,,,Berbesti,,,8757464386,nodes,23.8611226,44.9755448
Dr. Stanca Mihail Sebastian,,dentist,,dentist,,,,,Pausesti-Maglasi,,,10864722095,nodes,24.2482123,45.1367732
,,pharmacy,,pharmacy,,,,,,,,10864749806,nodes,24.2483311,45.1367485
Farmacia Petryfarm,,pharmacy,,,,,,,,,,3252797046,nodes,23.8064694,44.324753
Farmacia Petryfarm,,pharmacy,,,,,,,Craiova,,,3822715363,nodes,23.8040206,44.329363
ENDOlife,,clinic,,,,,,,Craiova,,,3243467626,nodes,23.7782146,44.3257971
Farmaplus,,pharmacy,,,,,,,,,,4943926861,nodes,23.8217074,44.8807939
,,pharmacy,,pharmacy,,,,,Drobeta-Turnu Severin,,,2724970309,nodes,22.6658799,44.6323799
Convalaria,,pharmacy,,pharmacy,,,,,Drobeta-Turnu Severin,,,538395297,nodes,22.6642357,44.6323999
Farmacia Valfarm,,pharmacy,,,,,,,,,,257775684,nodes,22.9510087,45.6110933
Act,,pharmacy,,pharmacy,,,,,,,,8278875902,nodes,23.2762176,45.0355548
DiaDent,,dentist,,dentist,,,,,,,,8278915548,nodes,23.2742817,45.0356804
Catena,,pharmacy,,pharmacy,,,,,,,,8289752827,nodes,23.2761522,45.0310833
Synevo,,,,laboratory,,,,,,,,10852632339,nodes,25.3160873,45.560984
AlexMed,,,,laboratory,,,,,,,,11177467397,nodes,24.2606028,44.6593872
Farmacie non-stop help net,,pharmacy,,,,,,,,,,2343294535,nodes,24.8807325,44.846084
,,pharmacy,,,,,,,,,,1495076015,nodes,24.8742557,44.8637891
Farmacia MiaFarm,,pharmacy,,,,,,,,,,2330649324,nodes,23.8930305,45.1184751
Spitalul Municipal,,hospital,,,,,,,,,,306677455,nodes,23.271195,45.0325306
Farmacia Sarkadi,,pharmacy,,pharmacy,,,,,Corund,,,2172958626,nodes,25.1832934,46.4729299
Dhaliafarm,,pharmacy,,pharmacy,,,,,Rupea,,,5253837221,nodes,25.222143,46.0386909
Clinica Sante,,,,sample_collection,,,,,Rupea,,,9020702013,nodes,25.2219995,46.0386302
Paracelsus,,pharmacy,,pharmacy,,,,,Iernut,,,7602800884,nodes,24.2350627,46.4514402
Sara Christa Dent,,dentist,,dentist,dentistry;dentist,,,,Iernut,,,10139549644,nodes,24.2349715,46.4514422
Sim Med,,clinic,,clinic,general,private,,,Iernut,,,10139549624,nodes,24.2368638,46.4519905
Stomadent Dana,,dentist,,dentist,general;stomatology,,,,Iernut,,,10139549627,nodes,24.2338647,46.4514547
Ropharma,,pharmacy,,pharmacy,,,,,Iernut,,,7602648470,nodes,24.2323817,46.4502258
DigiRay Orasul de Jos,,,,laboratory,dentistry;radiology,,,,,,,11111657742,nodes,24.1531366,45.8001219
,,hospital,,,,,,,,,,2172958617,nodes,25.1837689,46.4747252
,,pharmacy,,,,,,,,,,4868324903,nodes,25.2805702,46.2734476
,,doctors,,,,,,,,,,4868327290,nodes,25.2772365,46.2733432
Dispensar medical Netus,,doctors,,,,,,,,field research;bing,,5051622907,nodes,24.7853674,46.0573831
Anastasia,,pharmacy,,,,,,,Iernut,,,2781596340,nodes,24.2357652,46.4513508
Farmacie veterinara,,pharmacy,,,,,,,,,,2781596345,nodes,24.2360392,46.451339
SECOM,,pharmacy,,,,,,,,,,6054061902,nodes,24.148897,45.7931411
,,pharmacy,,pharmacy,,,,,,,,6054062205,nodes,24.14446,45.7982311
,,pharmacy,,pharmacy,,,,,Racos,,,10857570230,nodes,25.4037836,46.0250431
Clinica Polisano,,clinic,,,,,,,Sibiu,,,4331083028,nodes,24.1578994,45.7936876
Farmacia Sf. Lazar,,pharmacy,,,,,,,,,,7704910780,nodes,24.4910721,46.5020996
Farmacia Dona,,pharmacy,,,,,,,,,,10961019576,nodes,24.1510569,45.7140918
Catena,,pharmacy,,,,,,,,,,3657649628,nodes,24.3399563,46.1686262
Farmacia Umana,,pharmacy,,,,,,,,,,5045457663,nodes,24.1600835,45.9226997
Montana Farm,,pharmacy,,pharmacy,,,,,,,,8821748405,nodes,24.0558461,45.8799798
Cabinet medical medicina de famile Dr. Coca Alexandru,,doctors,,doctor,,,,,Zarnesti,,,9673418365,nodes,25.3203379,45.5594888
Kalmus,,pharmacy,,,,,,,,,,5300094698,nodes,25.3697947,45.7662525
Cabinet Medical,,clinic,,clinic,,,,,,,,9779711951,nodes,25.4641245,45.5923385
Cabinet medicina dentara,,dentist,,,,,,,,,,9946931284,nodes,25.4636895,45.5924922
Farmacie,,pharmacy,,pharmacy,,,,,,,,9946776588,nodes,25.464283,45.5898623
Catena,,pharmacy,,pharmacy,,,,,Zarnesti,,,9744176519,nodes,25.3181722,45.560644
Szent Kamill,,pharmacy,,,,,,,,,,4791608812,nodes,25.3663456,46.3923818
,,pharmacy,,,,,,,,,,7600055145,nodes,24.4630317,46.4882839
Farmacia Remedia,,pharmacy,,,,,,,,,,3657621051,nodes,24.3405653,46.1681567
Farmacia Damian,,pharmacy,,,,,,,,,,3657649629,nodes,24.3394905,46.1685514
SC Lotus Med,,clinic,,,,,,,,,,4253211789,nodes,24.3483151,46.1628284
Montana,,pharmacy,,pharmacy,,,,,,,,2766333300,nodes,25.0864098,46.6010781
Dispensarul uman Albac,,hospital,,hospital,,,,,Albac,,,6415638673,nodes,22.9613765,46.4505639
Dr. Varga Csilla,,doctors,,doctor,dermatology,,,,,,,5672801575,nodes,23.7868596,46.5725966
Eco,,pharmacy,,pharmacy,,,,,,,,5552926001,nodes,23.7879697,46.5720036
Catena,,pharmacy,,pharmacy,,,,,,,,5507967144,nodes,23.7871577,46.5716398
Farmacarmen,,pharmacy,,,,,,,,,,5794922801,nodes,23.785976,46.5714925
Catena,,pharmacy,,pharmacy,,,,,,,,4883988599,nodes,23.7860356,46.5719962
I & CS,,dentist,,dentist,,,,,,,,6490540453,nodes,23.7845154,46.5727569
Dr. Vlad Macec,,doctors,,doctor,orthopaedics,,,,,,,5899316004,nodes,23.7851372,46.5705903
Dr. Zahan Octavia,,doctors,,doctor,general,,,,,,,5899316008,nodes,23.7852292,46.5705673
Farmacia Remedia,,pharmacy,,pharmacy,,,,,,,,5287263258,nodes,22.9365261,46.1901739
Dispensar Garda de Sus,,doctors,,doctor,,,,,,,,5286078760,nodes,22.8300635,46.4548877
Farmacia Acatea,,pharmacy,,pharmacy,,,,,Suplacu de Barcau,,Farmacia Acatea,10110867803,nodes,22.5313955,47.2567463
,,pharmacy,,,,,,,,,,10937071192,nodes,22.6023216,46.9268579
Farmacia La Izvorul Sanatatii,,pharmacy,,,,,,,,,,10937071319,nodes,22.601132,46.9273991
,,doctors,,doctor,,,,,,,,9090943817,nodes,24.4718053,46.5550835
,,dentist,,dentist,,,,,,,,9090943818,nodes,24.4719834,46.5550734
,,pharmacy,,pharmacy,,,,,,,,9090943819,nodes,24.4721264,46.5550653
Farmacia Dona,,pharmacy,,,,,,,,survey,,2960354509,nodes,23.9812185,45.7292712
Galenica,,pharmacy,,,,,,,,,,3267023085,nodes,22.5169761,46.9870402
Silpeti,,pharmacy,,,,,,,,,,3267023086,nodes,22.5182087,46.9877624
Stomestet,,dentist,,dentist,,,,,Cluj-Napoca,,,9176511639,nodes,23.5649343,46.7616126
Dr. Doru Hadarean,,dentist,,dentist,,,,,,,,3946561823,nodes,23.5656375,46.765477
Union Medical,,clinic,,clinic,,,,,,,,10696894226,nodes,23.5585031,46.7550831
